type,price,kamar_tidur,luas_tanah,luas_bangunan,sertifikasi,area,region
Rumah Second,850.0,3,149,65,SHM,Kalasan,Kab. Sleman
Rumah Second,3300.0,4,711,255,SHM,Sleman,Kab. Sleman
Rumah Second,593.0,2,102,50,SHM,Mlati,Kab. Sleman
Rumah Second,495.5,2,112,36,SHM,Ngaglik,Kab. Sleman
Rumah Second,690.0,3,100,60,SHM,Banguntapan,Kab. Bantul
Rumah Second,2000.0,4,155,138,SHM,Ngaglik,Kab. Sleman
Rumah Second,650.0,4,107,150,SHM,Sewon,Kab. Bantul
Rumah Second,594.0,2,104,50,SHM,Depok,Kab. Sleman
Rumah Second,833.0,2,108,76,SHM,Gamping,Kab. Sleman
Rumah Second,498.0,2,112,36,SHM,Sleman,Kab. Sleman
Rumah Second,1000.0,3,230,165,SHM,Ngemplak,Kab. Sleman
Rumah Second,750.0,2,100,50,SHM,Depok,Kab. Sleman
Rumah Second,390.0,2,78,40,SHM,Sedayu,Kab. Bantul
Rumah Second,1100.0,2,98,70,SHM,Mlati,Kab. Sleman
Rumah Second,1100.0,3,173,173,SHM,Imogiri,Kab. Bantul
Rumah Second,3700.0,4,305,195,SHM,Kasihan,Kab. Bantul
Rumah Second,2000.0,4,271,250,SHM,Depok,Kab. Sleman
Rumah Second,975.0,2,207,90,SHM,Kasihan,Kab. Bantul
Rumah Second,1400.0,6,160,262,SHM,Ngaglik,Kab. Sleman
Rumah Second,1300.0,3,113,120,SHM,Umbulharjo,Kota Yogyakarta
Rumah Second,2200.0,14,193,103,SHM,Depok,Kab. Sleman
Rumah Second,350.0,2,36,60,HGB,Moyudan,Kab. Sleman
Rumah Second,1700.0,4,121,250,SHM,Ngaglik,Kab. Sleman
Rumah Second,1100.0,5,144,200,SHM,Banguntapan,Kab. Bantul
Rumah Second,6000.0,13,355,500,SHM,Ngemplak,Kab. Sleman
Rumah Second,500.0,2,120,45,SHM,Kalasan,Kab. Sleman
Rumah Second,2200.0,3,245,200,SHM,Ngemplak,Kab. Sleman
Rumah Second,985.0,3,96,82,SHM,Gamping,Kab. Sleman
Rumah Second,350.0,2,36,60,HGB,Pleret,Kab. Bantul
Rumah Second,399.0,2,81,45,SHM,Godean,Kab. Sleman
Rumah Second,398.0,2,80,45,SHM,Sedayu,Kab. Bantul
Rumah Second,495.0,1,80,36,SHM,Ngaglik,Kab. Sleman
Rumah Second,2100.0,4,219,185,SHM,Sewon,Kab. Bantul
Rumah Second,1400.0,3,121,100,SHM,Ngaglik,Kab. Sleman
Rumah Second,500.0,3,147,65,SHM,Sewon,Kab. Bantul
Rumah Second,498.0,2,112,36,SHM,Mlati,Kab. Sleman
Rumah Second,2600.0,3,163,142,SHM,Banguntapan,Kab. Bantul
Rumah Second,385.0,2,137,75,SHM,Kasihan,Kab. Bantul
Rumah Second,485.0,2,83,45,SHM,Bantul,Kab. Bantul
Rumah Second,750.0,4,100,95,SHM,Sewon,Kab. Bantul
Rumah Second,1700.0,3,119,119,SHM,Ngemplak,Kab. Sleman
Rumah Second,770.0,3,141,150,SHM,Kalasan,Kab. Sleman
Rumah Second,985.0,3,145,85,SHM,Berbah,Kab. Sleman
Rumah Second,545.0,3,100,45,SHM,Berbah,Kab. Sleman
Rumah Second,825.0,3,99,66,SHM,Gondokusuman,Kota Yogyakarta
Rumah Second,375.0,2,76,36,SHM,Sedayu,Kab. Bantul
Rumah Second,3500.0,13,232,260,SHM,Ngaglik,Kab. Sleman
Rumah Second,3200.0,4,190,200,SHM,Ngaglik,Kab. Sleman
Rumah Second,4900.0,5,262,300,SHM,Ngaglik,Kab. Sleman
Rumah Second,785.0,3,110,75,SHM,Jetis,Kota Yogyakarta
Rumah Second,840.0,3,91,90,SHM,Depok,Kab. Sleman
Rumah Second,395.0,2,80,45,SHM,Bantul,Kab. Bantul
Rumah Second,3200.0,5,158,180,SHM,Sleman,Kab. Sleman
Rumah Second,600.0,2,120,55,SHM,Kalasan,Kab. Sleman
Rumah Second,550.0,3,124,58,SHM,Mlati,Kab. Sleman
Rumah Second,3500.0,6,1038,600,SHM,Ngaglik,Kab. Sleman
Rumah Second,2000.0,3,240,150,SHM,Kasihan,Kab. Bantul
Rumah Second,2800.0,3,192,111,SHM,Tegalrejo,Kota Yogyakarta
Rumah Second,3200.0,5,158,180,SHM,Mlati,Kab. Sleman
Rumah Second,698.0,2,106,55,SHM,Kalasan,Kab. Sleman
Rumah Second,485.0,2,90,45,SHM,Gamping,Kab. Sleman
Rumah Second,265.0,2,60,36,SHM,Kasihan,Kab. Bantul
Rumah Second,6800.0,6,843,450,SHM,Ngaglik,Kab. Sleman
Rumah Second,350.0,2,105,50,SHM,Moyudan,Kab. Sleman
Rumah Second,9900.0,4,682,150,SHM,Depok,Kab. Sleman
Rumah Second,463.0,2,92,36,SHM,Mlati,Kab. Sleman
Rumah Second,17000.0,20,1250,871,SHM,Kasihan,Kab. Bantul
Rumah Second,968.0,3,105,60,HGB,Godean,Kab. Sleman
Rumah Second,3900.0,6,296,288,SHM,Kalasan,Kab. Sleman
Rumah Second,1500.0,3,110,80,SHM,Depok,Kab. Sleman
Rumah Second,575.0,3,101,80,SHM,Kalasan,Kab. Sleman
Rumah Second,2700.0,4,150,190,SHM,Depok,Kab. Sleman
Rumah Second,850.0,3,120,60,SHM,Ngaglik,Kab. Sleman
Rumah Second,815.0,3,112,75,SHM,Gondokusuman,Kota Yogyakarta
Rumah Second,850.0,3,92,80,SHM,Depok,Kab. Sleman
Rumah Second,1700.0,4,160,119,SHM,Depok,Kab. Sleman
Rumah Second,859.0,3,126,69,HGB,Kasihan,Kab. Bantul
Rumah Second,1200.0,4,90,170,SHM,Ngemplak,Kab. Sleman
Rumah Second,485.0,2,80,36,SHM,Depok,Kab. Sleman
Rumah Second,666.5,2,102,50,SHM,Sleman,Kab. Sleman
Rumah Second,1500.0,3,110,90,SHM,Ngaglik,Kab. Sleman
Rumah Second,875.0,3,121,138,SHM,Kalasan,Kab. Sleman
Rumah Second,3500.0,5,334,135,SHM,Mlati,Kab. Sleman
Rumah Second,748.0,2,103,65,SHM,Ngaglik,Kab. Sleman
Rumah Second,2300.0,4,149,175,SHM,Ngaglik,Kab. Sleman
Rumah Second,695.0,2,80,45,SHM,Depok,Kab. Sleman
Rumah Second,1100.0,3,111,90,SHM,Depok,Kab. Sleman
Rumah Second,620.0,2,85,45,SHM,Gamping,Kab. Sleman
Rumah Second,800.0,11,79,148,SHM,Umbulharjo,Kota Yogyakarta
Rumah Second,5700.0,19,976,786,SHM,Depok,Kab. Sleman
Rumah Second,1900.0,5,144,120,SHM,Ngaglik,Kab. Sleman
Rumah Second,4600.0,5,307,300,HGB,Gamping,Kab. Sleman
Rumah Second,1300.0,3,88,125,SHM,Ngaglik,Kab. Sleman
Rumah Second,455.0,2,81,36,SHM,Sedayu,Kab. Bantul
Rumah Second,1300.0,3,116,130,SHM,Depok,Kab. Sleman
Rumah Second,380.0,3,100,60,SHM,Kasihan,Kab. Bantul
Rumah Second,6500.0,9,2360,1000,SHM,Ngaglik,Kab. Sleman
Rumah Second,497.0,2,84,47,SHM,Banguntapan,Kab. Bantul
Rumah Second,250.0,2,71,30,SHM,Kalasan,Kab. Sleman
Rumah Second,785.0,3,123,73,SHM,Godean,Kab. Sleman
Rumah Second,785.0,3,123,73,SHM,Gamping,Kab. Sleman
Rumah Second,725.0,3,114,71,SHM,Depok,Kab. Sleman
Rumah Second,725.5,3,114,70,SHM,Godean,Kab. Sleman
Rumah Second,375.0,2,80,30,SHM,Prambanan,Kab. Sleman
Rumah Second,375.0,2,80,30,SHM,Kalasan,Kab. Sleman
Rumah Second,825.0,3,126,70,SHM,Ngaglik,Kab. Sleman
Rumah Second,552.0,3,124,58,SHM,Seyegan,Kab. Sleman
Rumah Second,9900.0,5,478,300,SHM,Sleman,Kab. Sleman
Rumah Second,463.0,2,92,36,SHM,Sleman,Kab. Sleman
Rumah Second,395.0,2,78,36,SHM,Kasihan,Kab. Bantul
Rumah Second,629.0,3,102,53,SHM,Mlati,Kab. Sleman
Rumah Second,1200.0,6,140,130,SHM,Bantul,Kab. Bantul
Rumah Second,1600.0,3,130,130,SHM,Ngemplak,Kab. Sleman
Rumah Second,398.0,2,84,36,SHM,Sleman,Kab. Sleman
Rumah Second,460.0,2,85,50,SHM,Godean,Kab. Sleman
Rumah Second,720.0,2,90,50,SHM,Ngaglik,Kab. Sleman
Rumah Second,1800.0,3,120,92,SHM,Gamping,Kab. Sleman
Rumah Second,460.0,2,83,50,SHM,Godean,Kab. Sleman
Rumah Second,415.2,2,83,45,SHM,Kalasan,Kab. Sleman
Rumah Second,300.0,2,81,30,Tidak Tersedia,Kalasan,Kab. Sleman
Rumah Second,799.0,3,124,80,SHM,Ngemplak,Kab. Sleman
Rumah Second,1300.0,5,251,200,SHM,Banguntapan,Kab. Bantul
Rumah Second,450.0,2,77,45,SHM,Umbulharjo,Kota Yogyakarta
Rumah Second,875.0,3,137,90,SHM,Ngaglik,Kab. Sleman
Rumah Second,1800.0,3,135,110,SHM,Depok,Kab. Sleman
Rumah Second,600.0,3,117,70,SHM,Gamping,Kab. Sleman
Rumah Second,1400.0,3,108,135,SHM,Ngaglik,Kab. Sleman
Rumah Second,14000.0,9,970,725,SHM,Depok,Kab. Sleman
Rumah Second,775.0,3,124,80,SHM,Godean,Kab. Sleman
Rumah Second,550.0,3,126,60,SHM,Seyegan,Kab. Sleman
Rumah Second,795.0,3,128,70,SHM,Mlati,Kab. Sleman
Rumah Second,375.0,2,60,36,SHM,Moyudan,Kab. Sleman
Rumah Second,825.5,3,126,70,SHM,Ngaglik,Kab. Sleman
Rumah Second,2300.0,4,169,200,SHM,Ngaglik,Kab. Sleman
Rumah Second,4000.0,4,700,245,SHM,Godean,Kab. Sleman
Rumah Second,825.0,3,126,75,SHM,Mlati,Kab. Sleman
Rumah Second,258.0,2,70,30,SHM,Prambanan,Kab. Sleman
Rumah Second,357.0,2,103,36,SHM,Kalasan,Kab. Sleman
Rumah Second,1200.0,3,90,130,SHM,Depok,Kab. Sleman
Rumah Second,420.0,2,90,36,SHM,Turi,Kab. Sleman
Rumah Second,535.0,2,80,36,SHM,Kalasan,Kab. Sleman
Rumah Second,517.0,2,81,50,SHM,Kasihan,Kab. Bantul
Rumah Second,900.0,3,165,65,SHM,Kalasan,Kab. Sleman
Rumah Second,1500.0,4,104,144,SHM,Ngaglik,Kab. Sleman
Rumah Second,535.0,2,80,36,SHM,Ngaglik,Kab. Sleman
Rumah Second,1200.0,3,85,85,SHM,Sewon,Kab. Bantul
Rumah Second,3200.0,4,153,180,SHM,Mlati,Kab. Sleman
Rumah Second,399.0,2,83,45,SHM,Sedayu,Kab. Bantul
Rumah Second,580.0,3,126,75,SHM,Sewon,Kab. Bantul
Rumah Second,545.0,2,86,45,SHM,Ngaglik,Kab. Sleman
Rumah Second,1100.0,3,154,90,SHM,Ngemplak,Kab. Sleman
Rumah Second,2500.0,3,163,130,SHM,Sewon,Kab. Bantul
Rumah Second,675.0,3,90,50,SHM,Ngaglik,Kab. Sleman
Rumah Second,3200.0,5,158,180,SHM,Gondokusuman,Kota Yogyakarta
Rumah Second,750.0,2,80,40,SHM,Kasihan,Kab. Bantul
Rumah Second,3300.0,6,120,213,SHM,Tegalrejo,Kota Yogyakarta
Rumah Second,625.0,3,128,64,SHM,Gamping,Kab. Sleman
Rumah Second,515.0,2,107,41,SHM,Kalasan,Kab. Sleman
Rumah Second,545.0,2,85,455,SHM,Ngaglik,Kab. Sleman
Rumah Second,549.0,2,90,50,SHM,Kalasan,Kab. Sleman
Rumah Second,536.0,2,97,45,SHM,Depok,Kab. Sleman
Rumah Second,875.0,2,120,90,SHM,Banguntapan,Kab. Bantul
Rumah Second,1400.0,3,90,88,SHM,Ngaglik,Kab. Sleman
Rumah Second,410.0,2,80,42,SHM,Bantul,Kab. Bantul
Rumah Second,875.0,3,99,99,SHM,Ngaglik,Kab. Sleman
Rumah Second,380.0,2,135,50,SHM,Godean,Kab. Sleman
Rumah Second,1800.0,2,683,500,SHM,Pakem,Kab. Sleman
Rumah Second,7500.0,15,534,50,SHM,Sewon,Kab. Bantul
Rumah Second,985.0,3,104,72,SHM,Ngaglik,Kab. Sleman
Rumah Second,3300.0,6,213,120,SHM,Tegalrejo,Kota Yogyakarta
Rumah Second,900.0,3,135,80,SHM,Ngaglik,Kab. Sleman
Rumah Second,450.0,2,81,40,SHM,Pajangan,Kab. Bantul
Rumah Second,492.7,2,70,45,SHM,Gamping,Kab. Sleman
Rumah Second,395.0,2,80,45,SHM,Sedayu,Kab. Bantul
Rumah Second,247.5,2,72,36,SHM,Playen,Kab. Gunung Kidul
Rumah Second,400.0,2,80,45,SHM,Sedayu,Kab. Bantul
Rumah Second,815.0,3,110,75,SHM,Depok,Kab. Sleman
Rumah Second,575.0,3,97,56,SHM,Depok,Kab. Sleman
Rumah Second,375.0,2,60,36,HGB,Moyudan,Kab. Sleman
Rumah Second,342.0,2,103,36,SHM,Prambanan,Kab. Sleman
Rumah Second,3500.0,5,135,335,SHM,Mlati,Kab. Sleman
Rumah Second,325.0,2,95,36,SHM,Kalasan,Kab. Sleman
Rumah Second,499.0,2,72,50,SHM,Prambanan,Kab. Sleman
Rumah Second,5000.0,5,295,400,SHM,Ngaglik,Kab. Sleman
Rumah Second,476.0,2,112,30,SHM,Sleman,Kab. Sleman
Rumah Second,2500.0,4,250,180,SHM,Ngaglik,Kab. Sleman
Rumah Second,4900.0,5,193,300,SHM,Ngaglik,Kab. Sleman
Rumah Second,4000.0,5,415,300,SHM,Kasihan,Kab. Bantul
Rumah Second,4900.0,5,262,290,SHM,Ngaglik,Kab. Sleman
Rumah Second,476.0,2,112,30,SHM,Mlati,Kab. Sleman
Rumah Second,4500.0,6,319,405,SHM,Depok,Kab. Sleman
Rumah Second,477.0,2,112,30,SHM,Sleman,Kab. Sleman
Rumah Second,745.0,3,98,90,SHM,Ngaglik,Kab. Sleman
Rumah Second,4500.0,21,728,595,SHM,Ngaglik,Kab. Sleman
Rumah Second,480.0,3,60,52,SHM,Prambanan,Kab. Sleman
Rumah Second,493.2,2,72,36,SHM,Kalasan,Kab. Sleman
Rumah Second,2200.0,3,150,336,SHM,Gamping,Kab. Sleman
Rumah Second,475.0,3,102,60,SHM,Mlati,Kab. Sleman
Rumah Second,810.0,3,110,75,SHM,Mlati,Kab. Sleman
Rumah Second,815.0,3,110,75,SHM,Godean,Kab. Sleman
Rumah Second,2000.0,4,150,190,SHM,Depok,Kab. Sleman
Rumah Second,775.0,3,120,75,SHM,Kalasan,Kab. Sleman
Rumah Second,525.0,3,111,140,SHM,Sleman,Kab. Sleman
Rumah Second,772.0,3,129,60,SHM,Ngemplak,Kab. Sleman
Rumah Second,665.0,3,68,85,SHM,Prambanan,Kab. Sleman
Rumah Second,425.0,2,70,36,SHM,Kasihan,Kab. Bantul
Rumah Second,440.0,2,75,45,SHM,Prambanan,Kab. Sleman
Rumah Second,900.0,3,107,121,SHM,Banguntapan,Kab. Bantul
Rumah Second,669.0,3,153,60,SHM,Jetis,Kab. Bantul
Rumah Second,495.0,2,87,45,SHM,Sewon,Kab. Bantul
Rumah Second,725.0,3,96,65,SHM,Kasihan,Kab. Bantul
Rumah Second,160.0,1,20,18,Tidak Tersedia,Ngaglik,Kab. Sleman
Rumah Second,2300.0,5,169,205,SHM,Ngaglik,Kab. Sleman
Rumah Second,335.0,3,78,78,SHM,Sewon,Kab. Bantul
Rumah Second,999.0,3,103,100,SHM,Ngemplak,Kab. Sleman
Rumah Second,1200.0,3,347,152,SHM,Ngaglik,Kab. Sleman
Rumah Second,335.0,2,80,30,SHM,Kalasan,Kab. Sleman
Rumah Second,150.0,3,140,89,SHM,Lendah,Kab. Kulon Progo
Rumah Second,2800.0,4,190,200,SHM,Ngaglik,Kab. Sleman
Rumah Second,197.0,2,28,65,SHM,Depok,Kab. Sleman
Rumah Second,885.0,3,102,75,SHM,Ngemplak,Kab. Sleman
Rumah Second,850.0,3,80,80,SHM,Depok,Kab. Sleman
Rumah Second,900.0,3,165,64,SHM,Kalasan,Kab. Sleman
Rumah Second,920.0,2,107,121,SHM,Banguntapan,Kab. Bantul
Rumah Second,4500.0,6,320,350,SHM,Umbulharjo,Kota Yogyakarta
Rumah Second,233.0,2,60,30,SHM,Kalasan,Kab. Sleman
Rumah Second,2500.0,5,123,200,SHM,Depok,Kab. Sleman
Rumah Second,405.0,2,95,45,SHM,Sedayu,Kab. Bantul
Rumah Second,6500.0,6,478,300,HGB,Depok,Kab. Sleman
Rumah Second,575.0,3,104,80,SHM,Kalasan,Kab. Sleman
Rumah Second,438.4,2,77,40,SHM,Gamping,Kab. Sleman
Rumah Second,625.0,4,128,250,SHM,Kasihan,Kab. Bantul
Rumah Second,625.0,3,90,45,SHM,Moyudan,Kab. Sleman
Rumah Second,898.0,3,65,90,SHM,Ngemplak,Kab. Sleman
Rumah Second,500.0,2,102,45,SHM,Kalasan,Kab. Sleman
Rumah Second,695.0,2,89,89,SHM,Umbulharjo,Kota Yogyakarta
Rumah Second,785.0,3,116,75,SHM,Godean,Kab. Sleman
Rumah Second,2800.0,3,185,160,SHM,Ngaglik,Kab. Sleman
Rumah Second,950.0,3,115,95,SHM,Ngemplak,Kab. Sleman
Rumah Second,1800.0,18,138,138,SHM,Umbulharjo,Kota Yogyakarta
Rumah Second,368.0,2,96,38,SHM,Gamping,Kab. Sleman
Rumah Second,500.0,2,108,42,HGB,Gamping,Kab. Sleman
Rumah Second,3500.0,5,304,258,SHM,Mlati,Kab. Sleman
Rumah Second,810.0,3,124,85,SHM,Ngemplak,Kab. Sleman
Rumah Second,650.0,2,100,45,SHM,Depok,Kab. Sleman
Rumah Second,760.0,2,91,50,SHM,Ngaglik,Kab. Sleman
Rumah Second,593.0,2,103,50,SHM,Sleman,Kab. Sleman
Rumah Second,800.0,3,112,75,SHM,Godean,Kab. Sleman
Rumah Second,279.0,2,70,36,SHM,Berbah,Kab. Sleman
Rumah Second,279.0,2,70,36,SHM,Depok,Kab. Sleman
Rumah Second,1600.0,3,108,100,SHM,Godean,Kab. Sleman
Rumah Second,585.0,3,112,50,SHM,Gondokusuman,Kota Yogyakarta
Rumah Second,595.0,3,112,50,SHM,Mlati,Kab. Sleman
Rumah Second,240.0,2,60,40,SHM,Prambanan,Kab. Sleman
Rumah Second,530.0,2,60,60,SHM,Pakem,Kab. Sleman
Rumah Second,950.0,3,145,85,SHM,Ngaglik,Kab. Sleman
Rumah Second,1200.0,3,110,75,SHM,Banguntapan,Kab. Bantul
Rumah Second,925.0,3,137,100,SHM,Ngaglik,Kab. Sleman
Rumah Second,875.0,3,121,138,SHM,Kasihan,Kab. Bantul
Rumah Second,431.0,2,87,36,SHM,Mlati,Kab. Sleman
Rumah Second,475.0,3,86,45,SHM,Berbah,Kab. Sleman
Rumah Second,1200.0,3,181,120,SHM,Ngaglik,Kab. Sleman
Rumah Second,1600.0,4,146,135,SHM,Kalasan,Kab. Sleman
Rumah Second,680.0,3,97,65,SHM,Ngaglik,Kab. Sleman
Rumah Second,425.0,2,100,50,SHM,Seyegan,Kab. Sleman
Rumah Second,395.0,2,81,36,SHM,Sleman,Kab. Sleman
Rumah Second,1800.0,3,155,212,SHM,Ngaglik,Kab. Sleman
Rumah Second,720.0,2,92,51,SHM,Sleman,Kab. Sleman
Rumah Second,579.0,2,105,60,SHM,Sleman,Kab. Sleman
Rumah Second,450.0,2,82,50,SHM,Sleman,Kab. Sleman
Rumah Second,1400.0,4,428,140,SHM,Ngaglik,Kab. Sleman
Rumah Second,265.0,2,76,40,SHM,Sleman,Kab. Sleman
Rumah Second,210.0,1,60,21,SHM,Piyungan,Kab. Bantul
Rumah Second,385.0,2,64,40,SHM,Bantul,Kab. Bantul
Rumah Second,378.0,2,75,50,SHM,Bantul,Kab. Bantul
Rumah Second,499.9,2,96,55,SHM,Kalasan,Kab. Sleman
Rumah Second,335.0,2,75,45,SHM,Bantul,Kab. Bantul
Rumah Second,635.0,3,123,70,SHM,Kalasan,Kab. Sleman
Rumah Second,280.0,2,60,30,SHM,Bantul,Kab. Bantul
Rumah Second,1100.0,4,144,200,SHM,Umbulharjo,Kota Yogyakarta
Rumah Second,3500.0,12,223,260,SHM,Sleman,Kab. Sleman
Rumah Second,1700.0,3,123,119,SHM,Ngemplak,Kab. Sleman
Rumah Second,295.0,2,66,36,SHM,Jetis,Kab. Bantul
Rumah Second,1900.0,3,128,188,SHM,Depok,Kab. Sleman
Rumah Second,337.0,2,60,30,SHM,Seyegan,Kab. Sleman
Rumah Second,600.0,2,114,40,HGB,Kasihan,Kab. Bantul
Rumah Second,875.0,3,145,85,SHM,Ngaglik,Kab. Sleman
Rumah Second,170.0,2,60,30,HGB,Sedayu,Kab. Bantul
Rumah Second,750.0,2,95,80,SHM,Kalasan,Kab. Sleman
Rumah Second,998.0,3,103,100,SHM,Ngaglik,Kab. Sleman
Rumah Second,995.0,3,103,100,SHM,Depok,Kab. Sleman
Rumah Second,845.0,3,116,90,SHM,Ngemplak,Kab. Sleman
Rumah Second,542.5,2,95,50,SHM,Godean,Kab. Sleman
Rumah Second,2800.0,28,335,335,SHM,Wirobrajan,Kota Yogyakarta
Rumah Second,583.0,2,85,46,SHM,Berbah,Kab. Sleman
Rumah Second,650.0,3,211,100,SHM,Godean,Kab. Sleman
Rumah Second,490.0,2,92,36,SHM,Mlati,Kab. Sleman
Rumah Second,584.0,2,86,46,SHM,Mlati,Kab. Sleman
Rumah Second,299.0,2,72,36,SHM,Sedayu,Kab. Bantul
Rumah Second,1700.0,3,232,255,HGB,Mantrijeron,Kota Yogyakarta
Rumah Second,1800.0,4,120,200,SHM,Ngaglik,Kab. Sleman
Rumah Second,700.0,3,125,75,SHM,Gamping,Kab. Sleman
Rumah Second,3400.0,3,402,170,SHM,Wirobrajan,Kota Yogyakarta
Rumah Second,551.0,3,124,58,SHM,Sleman,Kab. Sleman
Rumah Second,815.0,3,110,75,SHM,Mlati,Kab. Sleman
Rumah Second,561.0,2,98,36,SHM,Sedayu,Kab. Bantul
Rumah Second,360.0,2,105,36,SHM,Kalasan,Kab. Sleman
Rumah Second,1100.0,4,104,150,SHM,Kalasan,Kab. Sleman
Rumah Second,1800.0,4,164,190,HGB,Mlati,Kab. Sleman
Rumah Second,550.0,3,126,58,SHM,Mlati,Kab. Sleman
Rumah Second,510.0,3,107,65,SHM,Jetis,Kab. Bantul
Rumah Second,635.0,2,103,57,SHM,Kalasan,Kab. Sleman
Rumah Second,500.0,3,107,70,SHM,Jetis,Kab. Bantul
Rumah Second,4600.0,3,180,145,SHM,Depok,Kab. Sleman
Rumah Second,4400.0,3,170,145,SHM,Depok,Kab. Sleman
Rumah Second,4099.999999999999,3,160,125,SHM,Depok,Kab. Sleman
Rumah Second,3800.0,3,142,125,SHM,Depok,Kab. Sleman
Rumah Second,3300.0,3,166,135,HGB,Mlati,Kab. Sleman
Rumah Second,2100.0,3,110,107,HGB,Mlati,Kab. Sleman
Rumah Second,2300.0,3,129,126,SHM,Depok,Kab. Sleman
Rumah Second,4400.0,3,260,142,HGB,Mlati,Kab. Sleman
Rumah Second,1800.0,3,120,93,SHM,Gamping,Kab. Sleman
Rumah Second,1100.0,3,235,90,SHM,Ngemplak,Kab. Sleman
Rumah Second,275.0,2,72,50,HGB,Sedayu,Kab. Bantul
Rumah Second,1200.0,3,185,100,SHM,Ngaglik,Kab. Sleman
Rumah Second,2100.0,3,163,142,SHM,Banguntapan,Kab. Bantul
Rumah Second,2900.0,4,110,146,SHM,Mlati,Kab. Sleman
Rumah Second,299.0,2,106,36,SHM,Seyegan,Kab. Sleman
Rumah Second,690.0,2,80,43,HGB,Godean,Kab. Sleman
Rumah Second,800.0,2,191,191,SHM,Pakem,Kab. Sleman
Rumah Second,10500.0,8,1289,607,SHM,Sleman,Kab. Sleman
Rumah Second,1700.0,5,131,150,HGB,Gamping,Kab. Sleman
Rumah Second,1400.0,3,865,200,SHM,Pengasih,Kab. Kulon Progo
Rumah Second,520.0,3,107,65,SHM,Jetis,Kab. Bantul
Rumah Second,700.0,2,89,60,SHM,Gamping,Kab. Sleman
Rumah Second,1700.0,6,198,250,SHM,Godean,Kab. Sleman
Rumah Second,315.0,2,72,45,SHM,Bantul,Kab. Bantul
Rumah Second,590.0,3,97,70,SHM,Sleman,Kab. Sleman
Rumah Second,454.0,2,73,40,SHM,Banguntapan,Kab. Bantul
Rumah Second,576.0,3,105,50,SHM,Tegalrejo,Kota Yogyakarta
Rumah Second,210.0,2,60,30,SHM,Pajangan,Kab. Bantul
Rumah Second,570.0,3,111,55,SHM,Kalasan,Kab. Sleman
Rumah Second,500.5,2,100,45,SHM,Kalasan,Kab. Sleman
Rumah Second,185.0,2,267,120,SHM,Karangmojo,Kab. Gunung Kidul
Rumah Second,4400.0,6,318,405,SHM,Depok,Kab. Sleman
Rumah Second,550.0,2,124,60,SHM,Kalasan,Kab. Sleman
Rumah Second,890.0,3,102,70,HGB,Ngaglik,Kab. Sleman
Rumah Second,270.0,2,80,40,SHM,Prambanan,Kab. Sleman
Rumah Second,665.0,3,97,60,SHM,Kalasan,Kab. Sleman
Rumah Second,499.0,2,107,43,SHM,Kalasan,Kab. Sleman
Rumah Second,575.0,3,97,56,SHM,Kalasan,Kab. Sleman
Rumah Second,4500.0,6,319,405,SHM,Kraton,Kota Yogyakarta
Rumah Second,550.0,3,124,56,SHM,Godean,Kab. Sleman
Rumah Second,550.0,3,124,58,SHM,Seyegan,Kab. Sleman
Rumah Second,825.0,3,99,66,SHM,Gondomanan,Kota Yogyakarta
Rumah Second,650.0,3,90,65,SHM,Ngemplak,Kab. Sleman
Rumah Second,1700.0,3,117,119,SHM,Ngemplak,Kab. Sleman
Rumah Second,550.0,3,126,58,SHM,Gamping,Kab. Sleman
Rumah Second,826.0,3,126,70,SHM,Mlati,Kab. Sleman
Rumah Second,497.0,2,50,81,SHM,Kasihan,Kab. Bantul
Rumah Second,3200.0,4,158,180,HGB,Sleman,Kab. Sleman
Rumah Second,850.0,4,114,100,SHM,Ngaglik,Kab. Sleman
Rumah Second,2700.0,5,765,200,SHM,Depok,Kab. Sleman
Rumah Second,1200.0,4,135,88,HGB,Gamping,Kab. Sleman
Rumah Second,240.0,2,63,36,SHM,Prambanan,Kab. Sleman
Rumah Second,2300.0,3,129,126,HGB,Depok,Kab. Sleman
Rumah Second,535.0,1,90,60,SHM,Sleman,Kab. Sleman
Rumah Second,1500.0,7,228,300,SHM,Sewon,Kab. Bantul
Rumah Second,355.0,1,70,36,SHM,Kasihan,Kab. Bantul
Rumah Second,350.0,2,139,50,SHM,Sewon,Kab. Bantul
Rumah Second,300.0,2,72,36,SHM,Playen,Kab. Gunung Kidul
Rumah Second,950.0,3,145,85,SHM,Kalasan,Kab. Sleman
Rumah Second,917.0,2,100,45,SHM,Sewon,Kab. Bantul
Rumah Second,799.0,3,126,90,SHM,Depok,Kab. Sleman
Rumah Second,775.0,3,130,80,SHM,Ngaglik,Kab. Sleman
Rumah Second,1800.0,3,102,138,SHM,Mlati,Kab. Sleman
Rumah Second,650.0,2,95,95,SHM,Gamping,Kab. Sleman
Rumah Second,185.0,2,60,27,SHM,Bantul,Kab. Bantul
Rumah Second,580.0,3,100,85,SHM,Mlati,Kab. Sleman
Rumah Second,1800.0,4,122,130,SHM,Ngaglik,Kab. Sleman
Rumah Second,552.0,3,107,48,SHM,Sedayu,Kab. Bantul
Rumah Second,490.0,2,137,45,SHM,Seyegan,Kab. Sleman
Rumah Second,1400.0,3,141,100,SHM,Ngaglik,Kab. Sleman
Rumah Second,475.0,2,88,75,SHM,Kasihan,Kab. Bantul
Rumah Second,541.5,2,120,36,SHM,Sleman,Kab. Sleman
